;;MTRL-0421;;;;;;;;
09/04/2021 16:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:43;00:01:00;0,72;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:29;00:00:42;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:19;00:00:08;00:00:27;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:39;00:00:02;00:00:41;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:02:17;00:02:38;2,28;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:32;00:00:48;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:10;00:00:53;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:06;00:00:04;00:00:10;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:02:10;00:02:26;2,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:01:03;00:01:14;1,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:40;00:01:01;0,67;Terminado por 02619994517834;
10/04/2021 08:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:13;00:00:09;00:00:22;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:22;00:00:55;00:01:17;0,92;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:39;00:00:03;00:00:42;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:28;00:00:48;0,47;Terminado por 02619991836272;
10/04/2021 08:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:04;00:00:10;00:00:14;0,17;Terminado por 02619991684028;
10/04/2021 08:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:11;00:00:35;00:00:46;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:20;00:00:42;00:01:02;0,7;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:25;00:00:02;00:00:27;0,03;Terminado por 02619997096201;
10/04/2021 08:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:01;00:00:42;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:12;00:00:26;0,2;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 08:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:42;00:00:59;0,7;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:02;00:00:10;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:31;00:01:03;00:01:34;1,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:23;00:00:33;00:00:56;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:38;00:00:11;00:00:49;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:04;00:00:42;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:11;00:00:13;00:00:24;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:22;00:00:36;00:00:58;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:39;00:00:49;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:44;00:00:03;00:00:47;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:07;00:00:13;00:00:20;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 09:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:01:08;00:00:02;00:01:10;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:16;00:00:03;00:00:19;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:42;00:00:04;00:00:46;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:02;00:00:26;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:02;00:00:44;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:34;00:00:58;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:03;00:00:42;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:06;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:08;00:00:27;0,13;Terminado por 02619989063779;
10/04/2021 10:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:01:14;00:01:35;1,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 10:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:01:10;00:00:03;00:01:13;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
10/04/2021 12:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:14;00:00:26;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 08:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 08:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:10;00:00:05;00:00:15;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 08:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:37;00:00:15;00:00:52;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 08:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:09;00:00:32;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 08:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:42;00:00:55;0,7;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 08:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:16;00:00:34;00:00:50;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:29;00:00:52;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:34;00:00:54;0,57;Terminado por 02619991191655;
12/04/2021 09:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:01;00:00:40;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:54;00:01:05;0,9;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:06;00:00:18;0,1;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:01;00:00:42;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:30;00:00:45;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:25;00:00:35;00:01:00;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:47;00:00:04;00:00:51;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:51;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:02:42;00:02:54;2,7;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 09:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:01:30;00:01:41;1,5;Terminado por 02619993004106;
12/04/2021 09:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:38;00:00:53;0,63;Terminado por 02619991218254;
12/04/2021 09:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:07;00:00:19;0,12;Terminado por 02619999556322;
12/04/2021 10:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:22;00:00:34;00:00:56;0,57;Terminado por 02619999556322;
12/04/2021 10:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:13;00:00:18;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:00:41;00:01:06;0,68;Terminado por 02619987001569;
12/04/2021 10:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:02;00:00:18;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:09;00:00:51;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:29;00:00:53;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:19;00:00:33;00:00:52;0,55;Terminado por 02619983229898;
12/04/2021 10:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:36;00:00:08;00:00:44;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:43;00:00:05;00:00:48;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:06;00:00:27;00:00:33;0,45;Terminado por 02619981149516;
12/04/2021 10:11;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:38;00:00:51;0,63;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:22;00:00:03;00:00:25;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:31;00:00:44;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:32;00:00:31;00:01:03;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:14;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:13;00:00:37;00:00:50;0,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:42;00:00:03;00:00:45;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:02;00:00:20;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:28;00:00:52;00:01:20;0,87;Terminado por 02619988296603;
12/04/2021 10:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:31;00:01:07;00:01:38;1,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:05;00:00:14;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:08;00:00:32;0,13;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:35;00:00:30;00:01:05;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:37;00:00:59;0,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:22;00:00:51;00:01:13;0,85;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:02;00:00:25;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:00:07;00:00:32;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:00:56;00:01:21;0,93;Terminado por 02619987125800;
12/04/2021 10:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:36;00:00:48;0,6;Terminado por 02619992141471;
12/04/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:29;00:00:46;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:18;00:00:33;00:00:51;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 10:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:23;00:00:44;00:01:07;0,73;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:01;00:00:43;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:11;00:00:37;00:00:48;0,62;Terminado por 02619999837934;
12/04/2021 13:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:30;00:00:21;00:00:51;0,35;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:31;00:00:47;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:27;00:00:39;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:25;00:00:47;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:25;00:00:49;0,42;Terminado por 02619992567183;
12/04/2021 13:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:01:11;00:01:23;1,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 13:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:22;00:00:30;00:00:52;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:26;00:00:04;00:00:30;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:04;00:00:10;00:00:14;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:10;00:00:27;00:00:37;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:04;00:00:44;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:15;00:00:24;00:00:39;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:28;00:00:44;0,47;Terminado por 02619993708370;
12/04/2021 14:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:26;00:00:37;0,43;Terminado por 02619987209632;
12/04/2021 14:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:20;00:00:25;00:00:45;0,42;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:24;00:00:10;00:00:34;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:30;00:00:42;0,5;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:33;00:00:06;00:00:39;0,1;Terminado por 02619981107760;
12/04/2021 14:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:30;00:00:34;00:01:04;0,57;Terminado por 02619998978999;
12/04/2021 14:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:08;00:00:48;0,13;Terminado por 02619992576755;
12/04/2021 14:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:35;00:00:55;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:20;00:00:49;00:01:09;0,82;Terminado por 02619987062448;
12/04/2021 14:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:38;00:00:54;0,63;Terminado por 02619993505889;
12/04/2021 14:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:26;00:00:40;0,43;Terminado por 02619997591664;
12/04/2021 14:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:27;00:00:38;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 14:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:11;00:00:26;00:00:37;0,43;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
12/04/2021 15:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:09;00:00:27;00:00:36;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
